,lon,lat,T_11_0,T_11_1,T_11_2,T_11_3,T_11_4,T_11_5,T_11_6,T_11_7,T_11_8,T_11_9,T_11_10,T_11_11,T_11_12,T_11_13,T_11_14,T_11_15,T_11_16,T_11_17,T_11_18,T_11_19,T_11_20,T_11_21,T_11_22,T_11_23,T_12_0,T_12_1,T_12_2,T_12_3,T_12_4,T_12_5,T_12_6,T_12_7,T_12_8,T_12_9,T_12_10,T_12_11,T_12_12,T_12_13,T_12_14,T_12_15,T_12_16,T_12_17,T_12_18,T_12_19,T_12_20,T_12_21,T_12_22,T_12_23,T_13_0,T_13_1,T_13_2,T_13_3,T_13_4,T_13_5,T_13_6,T_13_7,T_13_8,T_13_9,T_13_10,T_13_11,T_13_12,T_13_13,T_13_14,T_13_15,T_13_16,T_13_17,T_13_18,T_13_19,T_13_20,T_13_21,T_13_22,T_13_23,T_14_0,T_14_1,T_14_2,T_14_3,T_14_4,T_14_5,T_14_6,T_14_7,T_14_8,T_14_9,T_14_10,T_14_11,T_14_12,T_14_13,T_14_14,T_14_15,T_14_16,T_14_17,T_14_18,T_14_19,T_14_20,T_14_21,T_14_22,T_14_23,T_15_0,T_15_1,T_15_2,T_15_3,T_15_4,T_15_5,T_15_6,T_15_7,T_15_8,T_15_9,T_15_10,T_15_11,T_15_12,T_15_13,T_15_14,T_15_15,T_15_16,T_15_17,T_15_18,T_15_19,T_15_20,T_15_21,T_15_22,T_15_23
25.168747_121.470795,121.470795,25.168747,4.425324462890631,4.6711872558594045,4.933644775390637,5.375625976562504,5.626172607421895,5.531380371093753,5.296498779296882,5.223770507812509,7.307006591796893,9.306388916015631,10.705280517578128,12.345217529296873,13.422218261718749,13.075318847656236,12.489743896484374,10.543426269531263,8.244512695312515,5.50199584960938,4.652156738281259,4.574351562500007,4.432503417968758,4.670175537109377,4.5139816894531295,4.467128662109379,7.547365478515636,7.29346166992189,7.261850341796888,7.257248291015634,7.539495605468754,7.402222656250006,7.474136718750004,7.636100830078125,10.569571289062502,13.557590087890636,16.106578613281258,17.06632836914069,17.54007958984388,16.91913232421878,15.39006127929686,13.444682373046891,10.699363769531256,8.435925048828132,7.71449194335939,7.7307187500000145,7.760090087890638,8.028534912109382,7.724886230468761,7.769997314453133,7.900033935546882,7.643359130859383,7.667564453125006,7.678808349609379,7.608146728515631,7.638699707031253,7.638202880859377,7.712881835937501,12.072813232421836,16.15215356445315,19.40314941406245,21.42539941406261,21.837862304687395,21.12901635742188,19.826014648437614,17.16674462890629,13.732786621093764,10.154378417968765,8.159983886718768,8.20598852539064,8.099986328125013,7.9797580566406365,7.893085693359388,8.006437744140634,6.453246826171893,6.295694335937518,6.192637695312518,5.995993408203142,5.967309326171891,5.786337646484392,5.678893798828143,5.725757812500018,12.556862548828128,18.327799316406264,21.382031494140687,23.430865234374917,24.05614160156255,23.173668457031315,21.320772949218853,18.412065673828128,15.007862304687514,10.82163305664064,7.553888916015635,7.278805908203139,7.068769287109391,6.97338354492189,6.778975585937515,6.592408203125017,6.823270019531253,6.612935546875007,6.458693603515635,6.384307617187512,6.329996093750013,6.230391601562515,6.237260498046889,6.352409423828136,12.81669897460938,17.19249707031249,20.148528076171925,21.78002954101572,22.12976953125013,21.18595971679699,19.84361962890631,17.343308349609412,13.73041235351564,10.15881811523438,7.455212158203136,7.554100097656256,7.394316162109377,7.1792502441406265,6.772087158203131,7.073941406250019
25.168823_121.49136,121.49136,25.168823,2.312989257812501,2.567817138671889,2.876180175781257,3.0804855957031263,3.3564121093750194,3.329562744140625,3.22491796875,3.144052490234377,4.476335205078128,6.767637695312502,8.66051855468751,10.107439941406254,11.689411865234373,11.823864990234371,10.454938720703126,8.528645996093768,5.828520263671883,3.405400146484385,2.56080419921875,2.5728032226562467,2.4574606933593754,2.551178466796866,2.444632324218751,2.3318405761718752,5.391055664062505,5.351668457031255,5.248725341796878,5.297487548828125,5.546387695312517,5.526205810546892,5.566854003906268,5.770029052734388,8.48773901367189,11.836883300781263,14.191815429687493,15.70059838867186,15.687240234374984,15.574765869140611,14.089825683593746,11.538890136718752,8.579988769531267,6.600903076171886,5.677422851562505,5.64565405273438,5.494233154296881,5.703998779296877,5.564773925781254,5.609947265625,5.649736083984384,5.528091796875009,5.597029785156255,5.641956542968752,5.602526611328128,5.595185302734376,5.571386474609379,5.555224365234378,9.520223144531252,13.871101318359363,17.316174560546976,19.148158203125035,19.694731689453214,19.51556909179691,18.23105981445326,15.544790283203117,11.960503906250016,8.182830566406231,5.917857421875012,5.941205810546886,5.665131591796887,5.644324707031264,5.553858398437515,5.652286132812511,4.592784179687512,4.430328125000012,4.407570556640638,4.159505371093762,4.118482421875011,4.08920751953126,4.024305175781261,4.054640869140635,10.024610351562506,15.687419677734372,19.21142480468751,21.35884423828137,21.86511987304688,21.256308837890685,19.35973901367196,16.530051757812423,12.851239990234376,8.812071289062503,5.625739501953128,5.301938232421883,5.163213867187509,4.991064208984384,4.831049560546885,4.837741455078136,4.550121826171886,4.457862304687514,4.414589599609388,4.406249755859387,4.421539062500012,4.298782714843765,4.256375488281264,4.236390136718762,9.950616210937511,14.348518554687526,17.615879150390732,19.302346435546884,19.695260253906294,19.107320800781345,17.78479638671879,15.159121337890603,11.492062744140627,7.889473388671896,5.344050048828135,5.176590332031259,4.955947021484385,4.718486083984387,4.641593994140636,4.676713623046884
25.168869_121.51196,121.51196,25.168869,0.1385092773437499,0.267318115234375,0.5158774414062494,0.7022153320312495,0.8652463378906247,0.9110629882812497,0.9612180175781248,0.7958701171874997,1.627675537109384,2.5330056152343707,3.818511718750018,4.736757568359376,5.726254638671878,5.8269248046875015,5.060843261718767,3.975689453125017,2.5808920898437515,1.1243991699218747,0.4453525390624991,0.4144565429687491,0.250053466796875,0.336811279296875,0.2050681152343749,0.1989047851562499,3.300320800781253,3.405397705078125,3.4114204101562438,3.4325351562500184,3.5237155761718912,3.59416235351564,3.651249755859391,3.8445358886718863,5.614043945312507,7.421373046875014,8.246195312499994,9.66831030273439,9.041342529296882,9.103863281250009,8.41401953125002,7.014065917968753,5.51816259765626,4.205209716796888,3.5565085449218765,3.5640158691406265,3.436244873046878,3.463172363281253,3.3843344726562536,3.4896774902343752,3.556816162109381,3.5222214355468795,3.548990234375002,3.5760249023437494,3.580200927734374,3.5311281738281224,3.447712158203127,3.4222214355468763,6.848005126953136,10.385621093750007,13.34713159179687,14.975810791015611,15.893656249999992,15.713518310546874,14.47760522460936,12.117321533203132,8.67342626953126,5.765693359375007,3.686186279296883,3.604682373046884,3.523807128906261,3.4564938964843863,3.476534179687511,3.5349094238281333,2.717145751953125,2.6743588867187507,2.649386962890625,2.5453288574218678,2.716474365234391,2.7020407714843904,2.5411618652343906,2.6496542968750143,7.967456787109403,12.8984951171875,16.459624267578135,18.38749291992197,18.91106225585951,18.48742822265631,16.794803710937607,14.37020410156249,10.421703857421893,6.589283203125018,3.616480468750016,3.231223144531249,3.225504150390616,3.0802102050781235,2.93775732421875,2.91211279296875,2.6474228515625056,2.609457763671881,2.63680395507813,2.660040039062504,2.6000009765625043,2.461376708984381,2.4166696777343804,2.4769235839843797,7.27802954101564,11.638005615234396,14.919876953124984,16.471157470703126,16.82055200195316,16.398524414062557,15.146762939453115,12.648106933593745,9.110191406250015,5.336851562500018,3.256767333984381,3.045054687500006,2.811388916015633,2.658394531250008,2.644786132812506,2.682039550781256
25.16896_121.53253,121.53253,25.16896,-0.6631655273437504,-0.6791457519531254,-0.4871828613281252,-0.3635109863281252,-0.3399086914062501,-0.2443056640625001,-0.209870849609375,-0.2845791015625001,0.2709970703124992,0.8397482910156248,1.7502927246093776,2.614378417968763,3.294180908203124,2.8341831054687594,2.6846628417968867,1.907941650390628,0.7954624023437497,-0.09926416015625,-0.5270021972656254,-0.5355593261718753,-0.6195363769531254,-0.5841152343750003,-0.6166469726562503,-0.6543056640625005,2.547200683593762,2.6466623535156346,2.7186984863281323,2.7471945800781308,2.763919433593755,2.871700195312504,2.895148681640628,2.982117675781251,4.494831298828127,5.948714355468765,6.483033203125006,7.16978491210939,6.83730322265625,6.63932592773438,6.276501220703136,5.22531591796876,4.128770507812509,3.2729880371093776,2.792555908203135,2.835575927734385,2.680186523437512,2.658161376953138,2.602986816406262,2.627291015625011,2.9372690429687607,2.9265598144531344,2.864335693359384,2.8854074707031314,2.866528076171881,2.8073435058593814,2.758440917968758,2.777120117187507,5.557870849609382,8.97229467773438,11.648933349609374,13.365639892578113,13.90821850585941,14.041554687500035,12.858719726562484,10.726857666015627,7.251495117187507,4.730164550781262,3.053840087890639,2.9578708496093897,2.852592529296891,2.8964902343750145,2.879869140625014,2.876259521484388,2.237610839843751,2.188079589843752,2.1604428710937507,2.1970954589843683,2.3732541503906406,2.3319028320312656,2.285079101562516,2.3994321289062635,7.368613037109376,11.76882470703124,15.344001708984363,17.12342626953117,17.80786035156255,17.212293945312606,15.70298608398437,13.068935791015608,9.401187500000006,5.639209960937508,2.9391806640625004,2.5374582519531304,2.530811523437502,2.478848632812503,2.384345458984378,2.286261962890628,2.120550292968759,2.082607177734384,2.142342285156258,2.147624267578132,2.067382568359382,1.9672922363281329,1.9311704101562568,1.9530014648437568,6.335810302734379,9.910826171874998,13.735182128906246,15.27352441406249,15.615147949218734,15.202062011718745,13.98363916015625,11.5502451171875,8.137399658203128,4.289487060546883,2.480000976562512,2.313200439453138,2.2257077636718874,2.1616330566406363,2.1045651855468863,2.0916989746093853
25.169006_121.5531,121.5531,25.169006,-0.5768056640625003,-0.5846279296875003,-0.4568972167968752,-0.4165407714843752,-0.3728786621093751,-0.2810695800781251,-0.24581201171875,-0.3823000488281252,0.02485302734375,0.3640561523437495,1.1191599121093745,1.8952817382812503,2.1040075683593686,1.8507541503906255,1.2615585937499998,0.6264243164062497,0.1388364257812493,-0.3127590332031251,-0.5544362792968753,-0.5077041015625003,-0.5514577636718754,-0.5696169433593753,-0.5501955566406254,-0.5813027343750004,2.6757492675781327,2.759991210937506,2.834020751953129,2.8570639648437526,2.953940185546876,3.022391357421874,2.9971237792968752,3.1527890625000192,4.385514892578128,5.544200195312501,6.088071044921889,6.691476806640627,6.369218505859384,6.058139404296891,5.674775146484376,4.801697753906267,4.057317871093759,3.3624912109375,2.956351074218756,2.948387207031256,2.806995605468757,2.8006259765625083,2.779234375000008,2.711626953125008,3.204607910156253,3.2359726562500013,3.193464111328125,3.2564365234375194,3.250334228515644,3.240029052734394,3.1832224121093704,3.222197021484394,5.620528320312505,8.66797460937501,11.14068090820313,12.770935302734372,13.584101806640607,13.194098144531244,12.072093749999995,10.044961914062512,6.902293457031262,4.71360693359376,3.308379882812507,3.220662597656257,3.1520761718750085,3.194754394531256,3.140556396484381,3.14352758789063,2.5056113281250143,2.4349338378906387,2.4234104003906376,2.54605566406251,2.716634277343757,2.6387949218750064,2.5990000000000064,2.720566162109379,7.697283691406263,11.743539062499988,15.408104492187483,17.075031494140575,17.902806640625073,17.153467041015734,15.68329614257812,12.932085205078108,9.385606445312504,5.347679199218761,2.9999985351562684,2.6764794921875,2.721211914062517,2.680563720703142,2.607107910156267,2.533978027343766,2.414987548828127,2.4029343261718763,2.414277099609376,2.477980224609371,2.429518310546871,2.3551254882812502,2.30897314453125,2.302533935546875,6.342730468750003,9.58868872070313,12.86966455078124,14.01131494140624,14.30184106445311,14.268552490234365,12.90701928710937,10.729970458984388,7.3544675292968895,4.165179199218758,2.646606201171882,2.500854248046882,2.5172470703125045,2.530890869140628,2.442308105468753,2.408862060546878
25.169067_121.57367,121.57367,25.169067,0.1917331542968743,0.1821103515624993,0.2584677734374994,0.2846127929687494,0.3787424316406245,0.4826267089843744,0.4984238281249994,0.3167673339843743,0.6305075683593745,0.97540380859375,1.812848876953126,2.4227963867187645,2.7161325683593835,2.365846923828141,1.872674316406252,1.0927900390624974,0.6945383300781246,0.3537155761718743,0.1756796874999993,0.2265012207031241,0.1777219238281241,0.153257568359375,0.1853830566406241,0.1902268066406242,3.536687988281265,3.540372070312514,3.607137207031263,3.624869140625012,3.772671875000009,3.781430419921884,3.7544003906250096,3.981407226562506,4.96263159179689,5.873014892578143,6.66357885742188,7.243455566406264,6.894167236328125,6.511126464843758,5.80300146484375,5.112262939453138,4.6647150878906345,3.973207763671887,3.6357346191406417,3.646111816406266,3.5773447265625165,3.6108322753906417,3.537050537109392,3.430176757812517,4.134224609375008,4.144002441406257,4.179439453125004,4.195616210937502,4.137684082031252,4.216410888671876,4.154742187500003,4.200082763671877,6.181083740234391,9.26451904296873,11.761781249999997,13.28113427734374,14.12871606445312,13.335040527343743,12.082091308593748,10.633888916015628,7.405890869140628,5.341949707031257,4.154985107421889,4.151803955078138,3.99577368164064,4.057688964843762,4.0506931152343855,4.011081298828136,3.43488964843749,3.4255588378906423,3.427300781250016,3.5204965820312637,3.6470261230468863,3.594833740234385,3.5672580566406333,3.717400878906255,8.734032958984391,12.510309082031243,16.12680810546877,17.813690429687593,18.53240625,17.742038818359404,16.03999780273437,13.506111083984369,9.97999731445314,5.73606665039063,3.813926757812506,3.557323974609381,3.6326901855468767,3.570273193359376,3.5074362792968765,3.4914267578125004,3.2866928710937566,3.3242014160156304,3.284700683593756,3.332078613281253,3.3020798339843784,3.2440622558593804,3.1587851562500058,3.1803000488281308,7.087009033203136,10.29270239257814,13.37988427734373,14.33798608398436,14.412459960937484,14.572884765624982,13.190700927734364,11.254820312500003,8.044250244140628,4.847055419921893,3.50009741210939,3.437082275390638,3.454412597656259,3.4557773437500083,3.3295871582031333,3.315022949218757
25.169128_121.59427,121.59427,25.169128,1.2246164550781249,1.225644287109375,1.28037451171875,1.31597021484375,1.4126000976562472,1.5076979980468663,1.529081542968742,1.32126806640625,1.6490573730468852,2.063606933593758,2.816597656250013,3.268082031250004,3.677317871093768,3.539401611328125,2.948416503906261,2.065569824218758,1.666119140625009,1.378256591796875,1.231197265625,1.2632395019531248,1.1971054687499998,1.2065048828124998,1.2036984863281248,1.2427023925781249,4.422442382812503,4.4468283691406265,4.459393066406251,4.425234130859376,4.567858642578144,4.521902587890631,4.594195312500019,4.743042968750017,5.546098388671884,6.5409763183593865,7.395579589843767,7.852486328125008,7.864703125000008,7.244283203125015,6.500864013671888,5.682952636718757,5.428815673828136,4.811789306640626,4.543633789062505,4.551021484375004,4.5060776367187545,4.531570800781254,4.416873535156255,4.322725585937506,5.11079321289064,5.097377685546889,5.20658789062501,5.173569091796884,5.076288818359385,5.189257568359383,5.13980566406251,5.019939941406261,7.134152587890628,10.20948095703126,12.69496118164061,14.229848876953122,15.315609375,14.867141357421865,12.361010986328123,11.570843261718762,8.612905029296883,6.18743261718751,5.119598144531252,5.0981064453125,4.996958984375001,5.027262939453143,5.030475830078143,5.021636718750018,4.370486816406255,4.4699729003906254,4.406697265625019,4.569604248046891,4.6296872558593885,4.6182163085937615,4.681900390625009,4.871581787109382,9.578362792968756,13.35034448242186,16.84763818359385,18.59233398437498,19.281292968750066,18.64652978515636,16.947479492187515,14.526418457031294,10.877194580078127,6.557625488281269,4.829219726562514,4.6152829589843885,4.732854980468759,4.579863037109383,4.382754882812511,4.390835937500008,4.372566894531263,4.392192138671887,4.307851318359387,4.368973144531259,4.221741699218762,4.130591796875014,4.008682617187515,4.077735351562514,7.962344238281254,11.537738281249998,13.611245361328107,15.468379150390614,15.074868408203123,14.839811035156233,14.169221435546872,12.323010498046866,9.30364477539063,5.777851318359383,4.521413330078127,4.580228027343769,4.617822021484391,4.57737768554689,4.41527807617189,4.405771240234388
25.169197_121.61484,121.61484,25.169197,2.279935058593769,2.2963339843750186,2.321491455078143,2.421207031250016,2.4976352539062647,2.623980468750013,2.610867675781264,2.461335205078142,2.820101074218761,3.2696347656250007,4.045992187500006,4.571983398437516,4.698462890625014,4.685469726562515,3.954627441406259,3.1300913085937543,2.911708740234384,2.462891601562517,2.340777343750019,2.300467529296874,2.3739116210937423,2.350594482421869,2.2705205078124995,2.285486328124994,5.385710937500016,5.482218994140642,5.466076416015642,5.423645996093767,5.448022216796891,5.490452636718765,5.636891845703137,5.751884521484386,6.5115097656250045,7.512773193359384,9.020134033203126,9.870569824218755,9.82659155273438,8.134653076171894,7.344219726562511,6.525789550781256,6.245793212890635,5.709396240234396,5.52515966796875,5.521598632812516,5.490787109375,5.560116943359394,5.475662109375021,5.34937841796875,6.270062011718756,6.295740722656254,6.486392578125,6.407864013671894,6.4378393554687685,6.553079589843768,6.305889648437501,6.207763427734377,8.49792211914064,11.240267089843757,13.672816406249984,14.98959619140623,16.39458276367189,15.980560546874989,13.46974145507812,12.53589208984376,9.67680639648438,7.25107153320313,6.090203613281266,6.074347900390639,6.119200195312513,6.166628173828136,6.231034912109384,6.232227539062508,5.859792236328137,5.974721435546882,6.047118896484377,6.215940917968768,6.316572021484391,6.333177246093764,6.308766845703137,6.421288818359385,10.846884765624996,14.542140136718734,17.61669702148442,19.148755126953187,19.93424707031264,19.32653466796879,17.914482666015516,15.171932617187489,11.784109863281255,7.5343527832031425,5.856890625000003,5.832500976562501,5.997640136718768,6.057553466796889,5.798289550781267,5.799065917968766,5.754505371093752,5.847116943359379,5.742038330078125,5.714077392578144,5.553981689453129,5.476172851562503,5.386116699218753,5.505076660156251,9.218663085937516,12.561550537109374,14.804276123046916,15.74323022460936,15.546240478515614,15.694946533203112,15.1179580078125,13.247810302734369,10.450763916015628,6.867598632812505,5.653804687500014,5.782648681640635,6.014614013671879,5.935014404296878,5.783625244140629,5.787078613281252
25.16925_121.63544,121.63544,25.16925,3.892839111328134,3.944629882812508,3.924284423828133,4.05542456054688,4.075179199218755,4.166550048828129,4.1326340332031295,3.9721469726562577,4.330850585937502,5.310035156250003,6.5613745117187685,7.422951416015628,7.842389892578141,7.074433349609387,6.611653076171876,5.795696777343767,4.872330078125015,4.202404541015631,3.993964599609384,3.910322021484386,4.076597656250008,4.045641845703133,3.904605468750011,3.87216650390626,6.807879394531264,6.912369140625009,6.892869628906259,6.741884521484386,6.797308105468759,6.936088623046881,7.099607910156252,7.326003906250021,8.144045166015637,10.364488281250017,11.155448974609376,11.941540283203132,11.56659643554689,10.777046875000009,9.865342773437504,8.96130712890625,7.914232910156268,7.173156494140637,6.9977597656250135,7.009461425781262,6.960439208984387,7.050550292968761,6.9806430664062615,6.846891845703138,7.941023925781265,7.879540771484391,8.037264160156262,8.137715820312508,8.04577246093751,8.105842041015634,7.905571044921886,7.812917236328137,10.144693847656244,13.04329077148439,15.480965820312491,16.181234375000017,17.928540283203187,17.532595458984517,16.049963623046875,13.874255126953134,11.309686035156266,8.871490234375019,7.882233642578131,7.826320556640629,7.93545751953125,7.882753662109375,7.885654296875018,7.932923339843767,7.84350927734375,7.888613037109391,8.05736914062501,8.101308349609383,7.808875488281258,7.848985351562509,7.687621826171882,8.05484643554685,12.599754394531256,16.69145166015632,19.23246850585945,20.57153588867194,21.116976562500103,20.46236840820313,19.002757812500096,16.327674804687543,13.179393066406258,9.241382812500014,8.076680664062513,8.12479345703126,8.261431640625004,8.38287207031252,8.045492919921877,7.867664550781252,7.649653076171885,7.759726318359381,7.5846628417968835,7.46415625000001,7.3040036621093885,7.38181005859376,7.246352294921885,7.22020849609376,10.825075439453132,14.281831298828116,16.786415039062582,17.626144042968782,17.10240014648448,16.967781005859457,16.896803222656317,14.678171630859367,12.158285888671893,8.558123291015596,7.617101806640629,7.704954589843751,8.092511962890637,7.909687255859388,7.725187744140638,7.715063232421884
25.187218_121.429565,121.429565,25.187218,1.3578708496093748,1.3327976074218748,1.462565673828125,4.352249511718754,4.370584472656252,4.396707519531252,4.435328125000013,4.279421142578125,2.5917282714843752,4.266247314453142,5.659903320312512,7.276286376953126,8.157895263671884,7.470274414062502,6.87434301757814,5.528857910156259,3.997496093750008,2.144992431640625,1.5799790039062498,1.4664804687499997,1.336352294921875,1.4537290039062498,1.3753757324218747,1.303149169921875,6.858111328125019,6.703641113281269,6.596979736328138,6.581866210937519,6.6435446777343925,6.654393066406265,6.62559545898439,6.706529296875014,8.529551757812508,11.305516113281234,12.112608398437509,13.44720190429688,13.70752685546874,13.405192626953133,12.476446289062505,10.686454833984392,9.298698486328126,7.717107910156259,7.143521484375019,7.117572998046893,7.172729248046893,7.102394775390644,7.020547851562518,7.008523925781268,7.299946044921882,7.16638647460938,7.015672363281253,7.017740234375002,6.533086914062504,6.397416748046878,6.265016845703131,6.145920166015629,10.127929443359394,13.540170654296883,15.668027099609334,16.87158349609377,17.522124267578214,17.072120605468754,16.144828857421754,14.502238525390633,11.997773193359388,9.202937988281212,8.226165527343763,8.240857910156262,8.056836914062512,7.861858886718761,7.6221958007812605,7.412879394531258,6.78748022460938,6.535625976562506,6.500513671875004,6.410008300781255,6.127271484375005,5.644742187500008,5.379197753906259,5.357314208984385,11.120582031250004,16.093840087890563,19.006853271484378,20.81243920898443,21.14128320312508,20.654411376953032,19.29943750000009,16.817187255859313,13.741545166015628,10.273763183593726,8.846229003906265,8.699274658203136,8.261911376953133,7.852288574218755,7.487360595703129,7.12673315429688,6.66635595703126,6.6014069824218895,6.334347900390644,6.333687500000019,6.167544921875016,6.129784912109391,6.098067382812515,6.021194824218765,11.416312011718762,15.475767578124998,17.40014550781259,18.497572265625067,18.739112792968832,18.23178369140639,17.030123046874994,15.002104248046894,12.12019384765626,9.346541503906266,8.092077392578135,7.969026855468756,7.720923828125003,7.374664062500002,7.201591552734375,6.9409201660156254
25.187294_121.450134,121.450134,25.187294,3.972725830078119,3.835802978515644,3.933853515625015,4.032106689453136,4.22123510742188,4.189634765625008,4.10767065429688,4.094294189453129,5.368129638671884,7.584513916015642,9.258390869140634,10.398161376953134,11.439423583984388,10.878160156250004,10.481923583984388,9.009205810546844,7.222371582031262,5.06150732421876,4.336941894531269,4.0881064453125004,3.881805175781252,3.963456054687496,4.037481201171876,3.99714453125,6.749491943359382,6.568570312500008,6.444780029296884,6.345488037109383,6.410890869140631,6.410092529296878,6.4295065917968754,6.488447021484375,8.755914062500011,12.024395507812518,13.17684667968752,14.175060791015628,14.593550781250016,13.775575927734389,12.836860107421884,10.878741210937504,9.272787841796887,7.629815429687503,7.006698974609384,6.921044677734385,6.984301513671883,7.1409348144531295,6.952231201171881,6.9324387207031295,7.191318115234391,7.134816650390637,6.973649658203134,6.792041992187508,6.345246337890637,6.198194335937511,6.155212158203137,5.974245361328136,10.301310791015627,14.039859375000011,16.249134765625012,17.448936279296866,18.010345703125054,17.428673339843854,16.361310791015583,14.65408300781252,11.976800292968756,9.225660156250012,8.13090551757813,7.942649902343756,7.959189208984376,7.716462158203126,7.542462646484376,7.4576926269531425,6.3912800292969045,5.859519042968752,5.798114501953134,5.421963867187519,5.120268310546893,4.900515136718759,4.400656494140626,4.124909423828126,11.469136718750002,16.820671386718725,19.366366210937603,21.27973168945313,21.71856347656254,20.90996484375006,19.586566406250007,17.07641821289062,13.818729003906268,10.601517089843757,8.778658203125007,8.492981933593752,7.9927084960937504,7.541993164062517,7.128207763671891,6.813301757812519,6.492218994140631,6.259904541015634,6.050372070312508,5.900308593750007,5.629632324218755,5.553221191406258,5.491207031250009,5.236680664062509,11.38907812500002,15.786824707031226,17.73266015625003,18.89141748046876,19.16576562500003,18.63127343750008,17.250270019531285,15.09314306640626,12.04799047851563,9.295737060546882,7.995484130859378,7.823353027343768,7.598448242187513,7.393324951171885,6.860334228515636,6.775988525390633
25.187378_121.4707,121.4707,25.187378,3.35634985351564,3.324012207031264,3.4402109375000096,3.526670898437508,3.789355224609378,3.684959472656256,3.788072265625003,3.727485107421878,5.232483154296882,7.544708007812502,9.193144287109387,10.312955078125016,11.661197265625011,11.254311035156215,10.75196875000001,9.088971923828126,6.971115966796887,4.325848144531256,3.5893808593750154,3.434499267578143,3.3766367187500186,3.436922363281267,3.431969970703141,3.354974121093766,6.222360595703127,6.129910644531253,5.956019042968754,5.945533203125003,6.084994873046875,6.195717529296894,6.32255590820314,6.406409667968764,8.720427246093717,11.84685522460938,13.527934326171891,14.692187744140623,15.346782470703111,14.566774902343736,13.259048828125003,11.178008789062504,8.918211425781253,6.967344726562518,6.393577636718756,6.41003881835938,6.402511962890629,6.647244628906269,6.425954345703127,6.40088232421875,7.008686279296888,6.9066989746093865,6.896023925781258,6.897166503906257,6.801286376953134,6.6733164062500085,6.61516699218751,6.63040625000001,10.137445556640596,13.926345458984372,16.401719238281142,18.129498535156312,18.60152490234385,18.019529296874957,16.963583007812634,15.006238769531269,12.190248779296882,8.953880371093751,7.362774414062501,7.263772949218752,7.254849365234389,7.1667370605468985,7.090036376953143,7.072525390625015,6.546789306640629,6.356279052734378,6.285246337890627,6.119577392578127,6.024872802734376,5.942538818359375,5.7633798828125,5.755240478515627,11.587597412109377,16.639801269531304,19.465772949218817,20.98858178710945,21.296449218750094,20.409325195312604,19.02696435546879,16.470633544921814,13.480501464843757,9.894853027343736,7.613426269531256,7.380679687500005,7.16609106445313,7.0497946777343765,6.962820800781251,6.805104736328127,6.437314208984378,6.158154052734381,6.13102514648438,6.13209448242188,6.119289306640629,6.033232177734383,5.974322265625008,5.919219726562507,11.074684814453144,15.313088623046871,17.85492700195313,19.093757324218707,19.25207177734375,18.38903466796875,17.211944824218882,15.285226806640638,12.160920166015632,8.883697265625019,7.142724365234391,6.9513608398437645,6.86398779296876,6.736703857421882,6.462319091796883,6.441154541015631
25.187447_121.4913,121.4913,25.187447,1.9587399902343865,1.948405517578136,2.0709506835937583,2.0611850585937583,2.1866464843750064,2.1698166503906338,2.192881835937506,2.154906982421882,3.34078466796876,5.605925048828133,7.165082031250024,8.209238037109362,9.88118994140626,9.841910156250012,8.841717285156262,7.326549804687509,4.866578125000006,2.7492941894531286,2.072160400390639,1.9653256835937647,1.908012451171889,1.9187558593750136,1.904788574218764,1.9537314453125127,4.882751708984382,4.911894287109393,4.808145751953152,4.783324951171893,4.897392333984391,5.066303466796888,5.136629394531261,5.294310058593758,7.409504150390643,10.106249755859384,12.021004394531264,13.437029052734363,13.66705834960936,12.998036132812498,12.00617163085939,9.63496679687502,7.11311254882813,5.620290283203137,4.9605612792968765,5.093525878906269,5.041823974609377,5.192544921875018,4.993047119140631,5.062997802734393,5.431089843750018,5.390877441406269,5.390467285156265,5.417326416015638,5.398567871093763,5.279170898437514,5.180949462890642,5.200633300781267,8.704671386718752,12.40277929687502,15.17687402343749,17.314676757812553,17.963500000000128,17.70372949218757,16.50201806640628,14.340580078124995,11.193870605468762,7.631824707031263,5.732760986328125,5.644268554687501,5.57131201171875,5.521526855468751,5.453381103515626,5.4538266601562615,4.866429199218765,4.7494870605468895,4.698331054687514,4.543465332031263,4.563700927734387,4.502253173828135,4.365928710937511,4.464026855468759,10.165621093750008,15.17163720703124,18.40974267578128,20.16460961914071,20.542506347656364,19.51281030273448,17.89209008789064,15.306891113281234,11.961322753906204,8.136005615234394,5.586957763671886,5.458594726562514,5.200445312500015,5.096788085937514,5.02921118164064,4.996590332031263,4.760250000000014,4.570579589843766,4.629917968750015,4.6591550292968895,4.662685302734389,4.556409667968766,4.478976806640641,4.401727050781266,9.500984863281252,13.698897949218743,16.691462646484485,18.12570336914076,18.354853271484355,17.813242431640678,16.621989990234393,14.250374999999998,10.855340332031266,7.339734863281261,5.334639648437515,5.24751196289064,5.077632812500014,4.992743896484389,4.771388916015639,4.812112792968763
